file1,file2,import_similarity,method_similarity,label
Java/202. Happy Number.java,Java/222. Count Complete Tree Nodes.java,0.0,0.0,1
Java/308. Range Sum Query 2D - Mutable.java,Java/Target Sum.java,0.0,0.0,1
Java/1043. Partition Array for Maximum Sum.java,Java/Strobogrammatic Number II.java,0.0,0.0,0
Java/Number of Digit One.java,Java/Orderly Queue.java,0.0,0.0,1
Java/31. Next Permutation.java,Java/Brick Wall.java,0.0,0.0,1
Java/Word Squares.java,Java/Sort List.java,0.0,0.0,0
Java/189. Rotate Array.java,Java/245. Shortest Word Distance III.java,0.0,0.0,1
clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/package-info.java,backpressure/src/test/java/com/iluwatar/backpressure/AppTest.java,0.0,0.0,0
Java/274.H-Index.java,Java/Trim a Binary Search Tree.java,0.0,0.0,1
GenerateCodeTable.java,Java/140. Word Break II.java,0.0,0.0,1
Java/1203. Sort Items by Groups Respecting Dependencies.java,Java/2. Add Two Numbers.java,0.0,0.0,1
Java/1053. Previous Permutation With One Swap.java,Java/415. Add Strings.java,0.0,0.0,1
value-processor/src/org/immutables/value/processor/meta/TypeStringProvider.java,value-fixture/src/org/immutables/fixture/generatorext/Objects.java,0.0,0.0,0
Java/138. Copy List with Random Pointer.java,Java/Maximum Size Subarray Sum Equals k.java,0.0,0.0,1
Java/Combination Sum IV.java,Java/Maximum Vacation Days.java,0.0,0.0,1
Java/257. Binary Tree Paths.java,Java/Hamming Distance.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/DerivedArray.java,mongo/test/org/immutables/mongo/fixture/MongoContext.java,0.0,0.0,0
Java/1007. Minimum Domino Rotations For Equal Row.java,Java/Cracking the Safe.java,0.0,0.0,1
Java/414. Third Maximum Number.java,Java/Redundant Connection.java,0.0,0.0,1
Java/359. Logger Rate Limiter.java,Java/Number of Airplane in the sky.java,0.0,0.0,0
Java/51. N-Queens.java,Java/Encode and Decode TinyURL.java,0.0,0.0,1
Java/364. Nested List Weight Sum II.java,Java/621. Task Scheduler.java,0.0,0.0,1
Java/63. Unique Paths II.java,Java/Binary Tree Longest Consecutive Sequence II.java,0.0,0.0,1
Java/1106. Parsing A Boolean Expression.java,Java/1197. Minimum Knight Moves.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/NoParametersSingletonProtectedConstructor.java,value-fixture/src/org/immutables/fixture/with/MissingPackageDeclaration.java,1.0,0.0,0
gson/test/org/immutables/gson/adapter/GsonFeaturesTest.java,value-processor/src/org/immutables/value/processor/meta/TypeStringProvider.java,0.03571428571428571,0.0,0
Java/443. String Compression.java,Java/[lint]. HashHeap.java,0.0,0.0,1
Java/134. Gas Station.java,Java/Word Squares.java,0.0,0.0,1
Java/366. Find Leaves of Binary Tree.java,Java/621. Task Scheduler.java,0.0,0.0,1
Java/1219. Path with Maximum Gold.java,Java/K Empty Slots.java,0.0,0.0,1
Java/170. Two Sum III - Data structure design.java,Java/Construct Binary Tree from Inorder and Postorder Traversal.java,0.0,0.0,1
Java/Path Sum IV.java,Java/Paint Fence.java,0.0,0.0,0
actor-model/src/main/java/com/iluwatar/actormodel/Message.java,publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/publisher/PublisherImpl.java,0.0,0.0,0
Java/39. Combination Sum.java,Java/850. Rectangle Area II.java,0.0,0.0,1
Java/222. Count Complete Tree Nodes.java,Java/[HackerRank]. Change to Anagram.java,0.0,0.0,1
Java/287. Find the Duplicate Number.java,Java/Kth Largest Element in an Array.java,0.0,0.0,1
Java/57. Insert Interval.java,Java/Connecting Graph.java,0.0,0.0,1
Java/671. Second Minimum Node In a Binary Tree.java,Java/Populating Next Right Pointers in Each Node II.java,0.0,0.0,0
Java/986. Interval List Intersections.java,Java/Triangles.java,0.0,0.0,0
Java/125. Valid Palindrome.java,Java/Reverse String.java,0.0,0.0,1
Java/207. Course Schedule.java,Java/46. Permutations.java,0.0,0.0,1
Java/605. Can Place Flowers.java,Java/Sort List.java,0.0,0.0,0
Java/21. Merge Two Sorted Lists.java,Java/Max Sum of Rectangle No Larger Than K.java,0.0,0.0,1
Java/173. Binary Search Tree Iterator.java,Java/557. Reverse Words in a String III.java,0.0,0.0,1
Java/23. Merge k Sorted Lists.java,Java/429. N-ary Tree Level Order Traversal.java,0.0,0.0,1
Java/349. Intersection of Two Arrays.java,Java/636. Exclusive Time of Functions.java,0.0,0.0,1
Java/1060. Missing Element in Sorted Array.java,Java/410. Split Array Largest Sum.java,0.0,0.0,1
Java/1216. Valid Palindrome III.java,Java/Connecting Graph II.java,0.0,0.0,1
Java/Connecting Graph II.java,Java/String Permutation.java,0.0,0.0,1
Java/429. N-ary Tree Level Order Traversal.java,Java/Minimum Size Subarray Sum.java,0.0,0.0,0
Java/1110. Delete Nodes And Return Forest.java,Java/Backspace String Compare.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/jdkonly/OptionalIntDefault.java,value-fixture/test/org/immutables/fixture/nullable/TypeuseAnnotationTest.java,0.0,0.0,0
Java/7. Reverse Integer.java,Java/Sort Colors II.java,0.0,0.0,0
Java/243. Shortest Word Distance.java,Java/Backpack.java,0.0,0.0,0
Java/245. Shortest Word Distance III.java,Java/Submatrix Sum.java,0.0,0.0,1
Java/39. Combination Sum.java,Java/Brick Wall.java,0.0,0.0,1
Java/[lint]. Nth to Last Node in List.java,Java/Paint Fence.java,0.0,0.0,0
Java/208. Implement Trie (Prefix Tree).java,Java/796. Rotate String.java,0.0,0.0,1
Java/12. Integer to Roman.java,Java/31. Next Permutation.java,0.0,0.0,1
Java/10. Regular Expression Matching.java,Java/Interval Sum II.java,0.0,0.0,0
Java/215. Kth Largest Element in an Array.java,Java/319. Bulb Switcher.java,0.0,0.0,1
Java/1. Two Sum.java,Java/261. Graph Valid Tree.java,0.0,0.0,1
Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,Java/849. Maximize Distance to Closest Person.java,0.0,0.0,1
Java/1021. Remove Outermost Parentheses.java,Java/Heaters.java,0.0,0.0,1
Java/297. Serialize and Deserialize Binary Tree.java,Java/Segment Tree Query II.java,0.0,0.0,0
Java/Redundant Connection.java,Java/Shortest Distance from All Buildings.java,0.0,0.0,1
Java/254. Factor Combinations.java,Java/76. Minimum Window Substring.java,0.0,0.0,1
Java/1197. Minimum Knight Moves.java,Java/Inorder Successor in BST.java,0.0,0.0,0
Java/876. Middle of Linked List.java,Java/Coins in a Line III.java,0.0,0.0,1
Java/1197. Minimum Knight Moves.java,Java/430. Flatten a Multilevel Doubly Linked List.java,0.0,0.0,1
Java/1170. Compare Strings by Frequency of the Smallest Character.java,Java/String Permutation.java,0.0,0.0,1
Java/211. Add and Search Word - Data structure design.java,Java/405. Convert a Number to Hexadecimal.java,0.0,0.0,1
Java/721. Accounts Merge.java,Java/727. Minimum Window Subsequence.java,0.0,0.0,1
Java/13. Roman to Integer.java,Java/611. Valid Triangle Number.java,0.0,0.0,1
Java/236. Lowest Common Ancestor of a Binary Tree.java,Java/Scramble String.java,0.0,0.0,1
Java/1057. Campus Bikes.java,Java/1213. Intersection of Three Sorted Arrays.java,0.0,0.0,1
Java/360. Sort Transformed Array.java,Java/Backpack V.java,0.0,0.0,1
Java/605. Can Place Flowers.java,Java/Count of Smaller Number.java,0.0,0.0,0
value-fixture/src/org/immutables/fixture/DefaultSpecialCases.java,value-processor/src/org/immutables/value/processor/meta/LongBits.java,0.0,0.0,0
Java/100. Same Tree.java,Java/Find Peak Element II.java,0.0,0.0,1
Java/112. Path Sum.java,Java/Count of Smaller Number.java,0.0,0.0,0
Java/206. Reverse Linked List.java,Java/Segment Tree Query II.java,0.0,0.0,0
Java/219. Contains Duplicate II.java,Java/408. Valid Word Abbreviation.java,0.0,0.0,1
Java/1170. Compare Strings by Frequency of the Smallest Character.java,Java/Path Sum IV.java,0.0,0.0,1
Java/Shortest Palindrome.java,Java/Subsets II.java,0.0,0.0,0
Java/133. Clone Graph.java,Java/Sliding Puzzle.java,0.0,0.0,1
Java/242. Valid Anagram.java,Java/[lint]. Segment Tree Query.java,0.0,0.0,1
Java/205. Isomorphic Strings.java,Java/Predict the Winner.java,0.0,0.0,1
Java/57. Insert Interval.java,Java/Max Sum of Rectangle No Larger Than K.java,0.0,0.0,1
Java/1110. Delete Nodes And Return Forest.java,Java/680. Valid Palindrome II.java,0.0,0.0,1
Java/721. Accounts Merge.java,Java/Number of Airplane in the sky.java,0.0,0.0,0
GenerateCodeTable.java,Java/747. Largest Number At Least Twice of Others.java,0.0,0.0,1
Java/Flood Fill.java,Java/Maximum XOR of Two Numbers in an Array.java,0.0,0.0,1
Java/100. Same Tree.java,Java/311. Sparse Matrix Multiplication.java,0.0,0.0,1
Java/340. Longest Substring with At Most K Distinct Characters.java,Java/Median of two Sorted Arrays.java,0.0,0.0,0
Java/51. N-Queens.java,Java/[HackerRank]. Change to Anagram.java,0.0,0.0,1
Java/Merge Two Binary Trees.java,Java/[lint]. Heapify.java,0.0,0.0,1
Java/65. Valid Number.java,Java/69. Sqrt(x).java,0.0,0.0,1
Java/265. Paint House II.java,Java/Kth Largest Element in an Array.java,0.0,0.0,1
value-processor/src/org/immutables/value/processor/meta/Proto.java,value-processor/src/org/immutables/value/processor/meta/UnshadeJackson3.java,0.01818181818181818,0.0,1
Java/724. Find Pivot Index.java,Java/Missing Number.java,0.0,0.0,1
Java/448. Find All Numbers Disappeared in an Array.java,Java/The Maze II.java,0.0,0.0,1
Java/307. Range Sum Query - Mutable.java,Java/Maximum Subarray II.java,0.0,0.0,0
Java/83. Remove Duplicates from Sorted List.java,Java/Trapping Rain Water II.java,0.0,0.0,0
Java/53. Maximum Subarray.java,Java/Word Search II.java,0.0,0.0,0
Java/Hamming Distance.java,Java/Redundant Connection II.java,0.0,0.0,1
Java/14. Longest Common Prefix.java,Java/64. Minimum Path Sum.java,0.0,0.0,1
Java/938. Range Sum of BST.java,Java/Flatten 2D Vector.java,0.0,0.0,0
Java/125. Valid Palindrome.java,Java/13. Roman to Integer.java,0.0,0.0,1
Java/402. Remove K Digits.java,Java/438. Find All Anagrams in a String.java,0.0,0.0,1
Java/1108. Defanging an IP Address.java,Java/Design Search Autocomplete System.java,0.0,0.0,1
Java/785. Is Graph Bipartite.java,Java/855. Exam Room.java,0.0,0.0,1
testing/src/org/immutables/check/ObjectChecker.java,value-fixture/src/org/immutables/fixture/builder/from/HugeParentOne.java,0.0,0.0,0
Java/133. Clone Graph.java,Java/387. First Unique Character in a String.java,0.0,0.0,1
Java/724. Find Pivot Index.java,Java/Minimum Size Subarray Sum.java,0.0,0.0,0
Java/727. Minimum Window Subsequence.java,Java/Word Ladder.java,0.0,0.0,0
Java/26.Remove Duplicates from Sorted Array.java,Java/Longest Common Substring.java,0.0,0.0,0
Java/496. Next Greater Element I.java,Java/Triangles.java,0.0,0.0,0
Java/149. Max Points on a Line.java,Java/844. Backspace String Compare.java,0.0,0.0,1
Java/236. Lowest Common Ancestor of a Binary Tree.java,Java/8. String to Integer (atoi).java,0.0,0.0,1
data/test/org/immutables/data/package-info.java,value-fixture/src/nonimmutables/_underscore/SomeUnderscored.java,0.0,0.0,0
Java/43. Multiply Strings.java,Java/4Sum.java,0.0,0.0,0
Java/205. Isomorphic Strings.java,Java/Encode and Decode TinyURL.java,0.0,0.0,1
Java/1106. Parsing A Boolean Expression.java,Java/275. H-Index II.java,0.0,0.0,1
Java/1267. Count Servers that Communicate.java,Java/Design Search Autocomplete System.java,0.0,0.0,1
Java/Number of Longest Increasing Subsequence.java,Java/Two Sum IV - Input is a BST.java,0.0,0.0,1
Java/269. Alien Dictionary.java,Java/Decode String.java,0.0,0.0,1
Java/104. Maximum Depth of Binary Tree.java,Java/43. Multiply Strings.java,0.0,0.0,1
Java/158. Read N Characters Given Read4 II - Call multiple times.java,Java/Longest Substring Without Repeating Characters.java,0.0,0.0,0
Java/200. Number of Islands.java,Java/415. Add Strings.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/DerivedArray.java,value-processor/src/org/immutables/value/processor/meta/ValueAttribute.java,0.0,0.0,1
Java/Frog Jump.java,Java/Power of Two.java,0.0,0.0,1
Java/21. Merge Two Sorted Lists.java,Java/Minimum Absolute Difference in BST.java,0.0,0.0,1
GenerateCodeTable.java,Java/Backpack.java,0.0,0.0,0
Java/235. Lowest Common Ancestor of a Binary Search Tree.java,Java/Palindrome Pairs.java,0.0,0.0,1
Java/981. Time Based Key-Value Store.java,Java/Expression Add Operators.java,0.0,0.0,1
Java/824. Goat Latin.java,Java/986. Interval List Intersections.java,0.0,0.0,1
Java/243. Shortest Word Distance.java,Java/518. Coin Change 2.java,0.0,0.0,1
Java/100. Same Tree.java,Java/Coins in a Line III.java,0.0,0.0,1
Java/168. Excel Sheet Column Title.java,Java/876. Middle of Linked List.java,0.0,0.0,1
Java/[lint]. Lowest Common Ancestor II.java,Java/[lint]. Merge k Sorted Arrays.java,0.0,0.0,1
Java/68. Text Justification.java,Java/788. Rotated Digits.java,0.0,0.0,1
Java/221. Maximal Square.java,Java/Smallest Subtree with all the Deepest Nodes.java,0.0,0.0,1
Java/Submatrix Sum.java,Java/Largest Number.java,0.0,0.0,0
Java/1060. Missing Element in Sorted Array.java,Java/Queue Reconstruction by Height.java,0.0,0.0,1
Java/100. Same Tree.java,Java/[tool] Quick Select - Median.java,0.0,0.0,1
Java/238. Product of Array Except Self.java,Java/Trim a Binary Search Tree.java,0.0,0.0,1
Java/145. Binary Tree Postorder Traversal.java,Java/217. Contains Duplicate.java,0.0,0.0,1
Java/138. Copy List with Random Pointer.java,Java/229. Majority Element II.java,0.0,0.0,1
Java/245. Shortest Word Distance III.java,Java/QuickSort.java,0.0,0.0,1
Java/345. Reverse Vowels of a String.java,Java/Max Area of Island.java,0.0,0.0,1
value-annotations/src/org/immutables/value/Value.java,value-fixture/src-java-17/org/immutables/fixture/datatype/SomeTypes.java,0.0,0.0,0
Java/211. Add and Search Word - Data structure design.java,Java/43. Multiply Strings.java,0.0,0.0,1
Java/65. Valid Number.java,Java/Palindrome Pairs.java,0.0,0.0,1
Java/560. Subarray Sum Equals K.java,Java/63. Unique Paths II.java,0.0,0.0,1
Java/Reshape the Matrix.java,Java/[lint]. Subarray Sum.java,0.0,0.0,1
Java/953. Verifying an Alien Dictionary.java,Java/Number of Airplane in the sky.java,0.0,0.0,0
Java/Merge Two Binary Trees.java,Java/Flatten 2D Vector.java,0.0,0.0,0
Java/40. Combination Sum II.java,Java/Rearrange String k Distance Apart.java,0.0,0.0,1
Java/515. Find Largest Value in Each Tree Row.java,Java/[lint]. Recover Rotated Sorted Array.java,0.0,0.0,1
Java/238. Product of Array Except Self.java,Java/340. Longest Substring with At Most K Distinct Characters.java,0.0,0.0,1
Java/33. Search in Rotated Sorted Array.java,Java/91. Decode Ways.java,0.0,0.0,1
Java/51. N-Queens.java,Java/Robot Room Cleaner.java,0.0,0.0,1
Java/287. Find the Duplicate Number.java,Java/[lint]. Product of Array Exclude Itself.java,0.0,0.0,1
Java/98. Validate Binary Search Tree.java,Java/My Calendar I.java,0.0,0.0,1
Java/953. Verifying an Alien Dictionary.java,Java/Longest Substring Without Repeating Characters.java,0.0,0.0,0
Java/Flood Fill.java,Java/Word Squares.java,0.0,0.0,1
Java/516. Longest Palindromic Subsequence.java,Java/Minimum Absolute Difference in BST.java,0.0,0.0,1
Java/158. Read N Characters Given Read4 II - Call multiple times.java,Java/Hamming Distance.java,0.0,0.0,1
Java/173. Binary Search Tree Iterator.java,Java/[HackerRank]. Change to Anagram.java,0.0,0.0,1
Java/[tool]. Topological Sorting.java,Java/Reverse Linked List II .java,0.0,0.0,0
Java/319. Bulb Switcher.java,Java/373. Find K Pairs with Smallest Sums.java,0.0,0.0,1
Java/170. Two Sum III - Data structure design.java,Java/Find the Weak Connected Component in the Directed Graph.java,0.0,0.0,0
value-fixture/src/org/immutables/fixture/jdkonly/OptionalIntDefault.java,datatype/test/org/immutables/datatype/Dtt.java,0.18181818181818182,0.0,0
value-processor/src/org/immutables/value/processor/encode/Structurizer.java,data/src/org/immutables/data/Datatype.java,0.09523809523809523,0.045454545454545456,0
Java/238. Product of Array Except Self.java,Java/443. String Compression.java,0.0,0.0,1
Java/339. Nested List Weight Sum.java,Java/893. Groups of Special-Equivalent Strings.java,0.0,0.0,1
Java/824. Goat Latin.java,Java/HashWithCustomizedClass(LinkedList).java,0.0,0.0,1
Java/1021. Remove Outermost Parentheses.java,Java/Populating Next Right Pointers in Each Node II.java,0.0,0.0,0
Java/Maximum Average Subarray II.java,Java/Sliding Window Median.java,0.0,0.0,0
Java/125. Valid Palindrome.java,Java/Recover Binary Search Tree.java,0.0,0.0,1
Java/1161. Maximum Level Sum of a Binary Tree.java,Java/414. Third Maximum Number.java,0.0,0.0,1
Java/Backpack III.java,Java/Segment Tree Modify.java,0.0,0.0,0
Java/134. Gas Station.java,Java/[lint]. Recover Rotated Sorted Array.java,0.0,0.0,1
Java/1053. Previous Permutation With One Swap.java,Java/Best Time to Buy and Sell Stock III.java,0.0,0.0,0
Java/138. Copy List with Random Pointer.java,Java/Paint Fence.java,0.0,0.0,0
Java/239. Sliding Window Maximum.java,Java/Trim a Binary Search Tree.java,0.0,0.0,1
Java/Bricks Falling When Hit.java,Java/Paint Fence.java,0.0,0.0,0
Java/277. Find the Celebrity.java,Java/311. Sparse Matrix Multiplication.java,0.0,0.0,1
Java/1007. Minimum Domino Rotations For Equal Row.java,Java/[lint]. Merge k Sorted Arrays.java,0.0,0.0,1
Java/361. Bomb Enemy.java,Java/Merge Two Binary Trees.java,0.0,0.0,1
Java/234. Palindrome Linked List.java,Java/Count of Smaller Number.java,0.0,0.0,0
Java/K Empty Slots.java,Java/Longest Increasing Subsequence.java,0.0,0.0,0
actor-model/src/main/java/com/iluwatar/actormodel/App.java,function-composition/src/main/java/com/iluwatar/function/composition/App.java,0.0,1.0,0
Java/71. Simplify Path.java,Java/Convert Binary Search Tree to Sorted Doubly Linked List (extra space).java,0.0,0.0,0
Java/1216. Valid Palindrome III.java,Java/269. Alien Dictionary.java,0.0,0.0,1
Java/139. Word Break.java,Java/283. Move Zeroes.java,0.0,0.0,1
Java/206. Reverse Linked List.java,Java/Backpack III.java,0.0,0.0,1
Java/359. Logger Rate Limiter.java,Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,0.0,0.0,1
Java/9. Palindrome Number.java,Java/Reverse Linked List II .java,0.0,0.0,0
Java/1203. Sort Items by Groups Respecting Dependencies.java,Java/Number Of Corner Rectangles.java,0.0,0.0,1
value-processor/src/org/immutables/value/processor/meta/UnshadeGuava.java,value-fixture/src-java-17/org/immutables/fixture/jackson3/SampleJacksonMapped.java,0.0,0.0,0
Java/315. Count of Smaller Numbers After Self.java,Java/977. Squares of a Sorted Array.java,0.0,0.0,1
Java/189. Rotate Array.java,Java/HashWithCustomizedClass(LinkedList).java,0.0,0.0,1
Java/938. Range Sum of BST.java,Java/Missing Number.java,0.0,0.0,1
Java/Backpack V.java,Java/Binary Gap.java,0.0,0.0,1
value-annotations/src/org/immutables/value/Value.java,value-processor/src/org/immutables/value/processor/meta/LongBits.java,0.0,0.0,0
Java/256. Paint House.java,Java/272. Closest Binary Search Tree Value II.java,0.0,0.0,1
thread-pool-executor/src/main/java/com/iluwatar/threadpoolexecutor/App.java,publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/subscriber/WeatherSubscriber.java,0.16666666666666666,0.0,0
Java/122. Best Time to Buy and Sell Stock II.java,Java/Total Hamming Distance.java,0.0,0.0,1
Java/104. Maximum Depth of Binary Tree.java,Java/243. Shortest Word Distance.java,0.0,0.0,1
Java/301. Remove Invalid Parentheses.java,Java/Subarray Sum II.java,0.0,0.0,1
Java/1. Two Sum.java,Java/350. Intersection of Two Arrays II.java,0.0,0.0,1
Java/698. Partition to K Equal Sum Subsets.java,Java/Trim a Binary Search Tree.java,0.0,0.0,1
Java/242. Valid Anagram.java,Java/256. Paint House.java,0.0,0.0,1
Java/373. Find K Pairs with Smallest Sums.java,Java/Encode and Decode TinyURL.java,0.0,0.0,1
Java/Two Sum II - Input array is sorted.java,Java/Word Ladder.java,0.0,0.0,0
value-fixture/src/org/immutables/fixture/modifiable/Companion.java,value-fixture/test/org/immutables/fixture/marshal/Marshaling.java,0.0,0.0,0
Java/Basic Calculator.java,Java/Contiguous Array.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/DerivedArray.java,value-fixture/test/org/immutables/fixture/AllDefaultsTest.java,0.0,0.0,0
Java/347. Top K Frequent Elements.java,Java/Ones and Zeroes.java,0.0,0.0,1
Java/102. Binary Tree Level Order Traversal.java,Java/[lint]. HashHeap.java,0.0,0.0,1
Java/136. Single Number.java,Java/621. Task Scheduler.java,0.0,0.0,1
Java/152. Maximum Product Subarray.java,Java/674. Longest Continuous Increasing Subsequence.java,0.0,0.0,1
Java/347. Top K Frequent Elements.java,Java/Longest Valid Parentheses.java,0.0,0.0,1
Java/1053. Previous Permutation With One Swap.java,Java/921. Minimum Add to Make Parentheses Valid.java,0.0,0.0,1
Java/1053. Previous Permutation With One Swap.java,Java/1306. Jump Game III.java,0.0,0.0,1
Java/Word Ladder II.java,Java/Sort Colors II.java,0.0,0.0,0
Java/23. Merge k Sorted Lists.java,Java/Add Digits.java,0.0,0.0,1
Java/152. Maximum Product Subarray.java,Java/Predict the Winner.java,0.0,0.0,1
Java/339. Nested List Weight Sum.java,Java/347. Top K Frequent Elements.java,0.0,0.0,1
Java/1153. String Transforms Into Another String.java,Java/Triangles.java,0.0,0.0,0
Java/1123. Lowest Common Ancestor of Deepest Leaves.java,Java/1306. Jump Game III.java,0.0,0.0,1
Java/Friends Of Appropriate Ages.java,Java/House Robber II.java,0.0,0.0,0
Java/Rearrange String k Distance Apart.java,Java/Sort List.java,0.0,0.0,0
Java/364. Nested List Weight Sum II.java,Java/Cracking the Safe.java,0.0,0.0,1
Java/12. Integer to Roman.java,Java/131. Palindrome Partitioning.java,0.0,0.0,1
Java/1106. Parsing A Boolean Expression.java,Java/The Maze III.java,0.0,0.0,1
Java/199. Binary Tree Right Side View.java,Java/46. Permutations.java,0.0,0.0,1
Java/896. Monotonic Array.java,Java/Backspace String Compare.java,0.0,0.0,1
Java/347. Top K Frequent Elements.java,Java/369. Plus One Linked List.java,0.0,0.0,1
Java/140. Word Break II.java,Java/Sliding Puzzle.java,0.0,0.0,1
Java/237. Delete Node in a Linked List.java,Java/Minimum Size Subarray Sum.java,0.0,0.0,0
Java/518. Coin Change 2.java,Java/747. Largest Number At Least Twice of Others.java,0.0,0.0,1
Java/9. Palindrome Number.java,Java/Maximum Subarray II.java,0.0,0.0,0
value-annotations/src/org/immutables/value/Value.java,value-fixture/src/org/immutables/fixture/with/WithAllowsNullMap.java,0.0,0.0,0
Java/319. Bulb Switcher.java,Java/399. Evaluate Division.java,0.0,0.0,1
Java/283. Move Zeroes.java,Java/414. Third Maximum Number.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/DerivedArray.java,value-fixture/src/org/immutables/fixture/builder/from/ChildOfHugeParents.java,0.5,0.0,0
Java/1219. Path with Maximum Gold.java,Java/Sort Letters by Case.java,0.0,0.0,0
Java/151. Reverse Words in a String.java,Java/340. Longest Substring with At Most K Distinct Characters.java,0.0,0.0,1
Java/301. Remove Invalid Parentheses.java,Java/694. Number of Distinct Islands.java,0.0,0.0,1
Java/850. Rectangle Area II.java,Java/Subarray Sum II.java,0.0,0.0,1
Java/1216. Valid Palindrome III.java,Java/Binary Gap.java,0.0,0.0,1
Java/543. Diameter of Binary Tree.java,Java/Maximum Subarray II.java,0.0,0.0,0
awaitility/src/main/java/org/awaitility/core/ConditionFactory.java,awaitility/src/test/java/org/awaitility/core/JavaVersionDetectorTest.java,0.0,0.0,0
Java/852. Peak Index in a Mountain Array.java,Java/Group Shifted Strings.java,0.0,0.0,0
Java/Shuffle an Array.java,Java/Strobogrammatic Number II.java,0.0,0.0,0
Java/1053. Previous Permutation With One Swap.java,Java/98. Validate Binary Search Tree.java,0.0,0.0,1
Java/387. First Unique Character in a String.java,Java/Next Closest Time.java,0.0,0.0,1
Java/14. Longest Common Prefix.java,Java/K Edit Distance.java,0.0,0.0,1
Java/149. Max Points on a Line.java,Java/Minimum Swaps To Make Sequences Increasing.java,0.0,0.0,1
Java/1057. Campus Bikes.java,Java/1110. Delete Nodes And Return Forest.java,0.0,0.0,1
Java/523. Continuous Subarray Sum.java,Java/Rearrange String k Distance Apart.java,0.0,0.0,1
Java/1216. Valid Palindrome III.java,Java/63. Unique Paths II.java,0.0,0.0,1
Java/402. Remove K Digits.java,Java/Sort Letters by Case.java,0.0,0.0,0
Java/Remove Duplicate Letters.java,Java/Median of two Sorted Arrays.java,0.0,0.0,0
Java/237. Delete Node in a Linked List.java,Java/443. String Compression.java,0.0,0.0,1
Java/118. Pascal's Triangle.java,Java/Kth Smallest Element in a Sorted Matrix.java,0.0,0.0,0
Java/133. Clone Graph.java,Java/36. Valid Sudoku.java,0.0,0.0,1
